http://en.wikipedia.org/wiki/Minority_government,Minority government
http://en.wikipedia.org/wiki/P._V._Narasimha_Rao,P. V. Narasimha Rao
http://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee,Atal Bihari Vajpayee
http://en.wikipedia.org/wiki/Coalition_government,Coalition government
http://en.wikipedia.org/wiki/Indian_general_election,_2004,Indian general election, 2004
http://en.wikipedia.org/wiki/United_Progressive_Alliance,United Progressive Alliance
http://en.wikipedia.org/wiki/Indian_general_election,_2009,Indian general election, 2009
http://en.wikipedia.org/wiki/Socialism_in_India,Socialism in India
http://en.wikipedia.org/wiki/Manmohan_Singh,Manmohan Singh
http://en.wikipedia.org/wiki/Jawaharlal_Nehru,Jawaharlal Nehru
http://en.wikipedia.org/wiki/Indian_general_election,_1957,Indian general election, 1957
http://en.wikipedia.org/wiki/Indian_general_election,_1962,Indian general election, 1962
http://en.wikipedia.org/wiki/Government_of_India,Government of India
http://en.wikipedia.org/wiki/Elections_in_India,Elections in India
http://en.wikipedia.org/wiki/Rashtrapati_Bhavan,Rashtrapati Bhavan
http://en.wikipedia.org/wiki/Federation,Federation
http://en.wikipedia.org/wiki/Parliamentary_system,Parliamentary system
http://en.wikipedia.org/wiki/Constitution_of_India,Constitution of India
http://en.wikipedia.org/wiki/Representative_democracy,Representative democracy
http://en.wikipedia.org/wiki/Majority_rule,Majority rule
http://en.wikipedia.org/wiki/Minority_rights,Minority rights
http://en.wikipedia.org/wiki/Law_of_India,Law of India
http://en.wikipedia.org/wiki/Federalism#India,Federalism
http://en.wikipedia.org/wiki/States_and_territories_of_India,States and territories of India
http://en.wikipedia.org/wiki/Separation_of_powers,Separation of powers
http://en.wikipedia.org/wiki/Preamble_to_the_Constitution_of_India,Preamble to the Constitution of India
http://en.wikipedia.org/wiki/Sovereignty,Sovereignty
http://en.wikipedia.org/wiki/Socialism,Socialism
http://en.wikipedia.org/wiki/Secularism,Secularism
http://en.wikipedia.org/wiki/Liberal_democracy,Liberal democracy
http://en.wikipedia.org/wiki/Republic,Republic
http://en.wikipedia.org/wiki/National_symbols_of_India,National symbols of India
http://en.wikipedia.org/wiki/Flag_of_India,Flag of India
http://en.wikipedia.org/wiki/Emblem_of_India,Emblem of India
http://en.wikipedia.org/wiki/Jana_Gana_Mana,Jana Gana Mana
